epoch,train_loss,train_acc,val_loss,val_overall_acc,val_worst_group_acc,collapsed_groups
1,3.8305028064830884,0.1258445945945946,2.458043476740519,0.425,0.0,162
2,1.7399390227085836,0.5616554054054054,1.1568777100245158,0.745,0.0,70
3,1.0777698255874015,0.7466216216216216,0.8249503739674886,0.8616666666666667,0.0,39
4,0.8779681292740075,0.8386824324324325,0.7888157463073731,0.8866666666666667,0.0,30
5,0.8211604405093837,0.8572635135135135,0.7436807250976563,0.9066666666666666,0.0,24
